'53567', 1953, 11, 29,'29-11-1953',-999, -999, -999, .1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 11, 30,'30-11-1953',-999, -999, -999, .1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 1,'01-12-1953',-999, -999, -999, .1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 2,'02-12-1953',-999, -999, -999, .1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 3,'03-12-1953',-999, -999, -999, .1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 4,'04-12-1953',-999, -999, -999, .1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 5,'05-12-1953',-999, -999, -999, .1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 6,'06-12-1953',-999, -999, -999, .1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 7,'07-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 8,'08-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 9,'09-12-1953',-999, -999, -999, .1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 10,'10-12-1953',-999, -999, -999, .1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 11,'11-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 12,'12-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 13,'13-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 14,'14-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 15,'15-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 16,'16-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 17,'17-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 18,'18-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 19,'19-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 20,'20-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 21,'21-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 22,'22-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 23,'23-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 24,'24-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 25,'25-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 26,'26-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 27,'27-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 28,'28-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 29,'29-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 30,'30-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1953, 12, 31,'31-12-1953',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 1,'01-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 2,'02-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 3,'03-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 4,'04-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 5,'05-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 6,'06-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 7,'07-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 8,'08-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 9,'09-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 10,'10-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 11,'11-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 12,'12-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 13,'13-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 14,'14-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 15,'15-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 16,'16-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 17,'17-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 18,'18-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 19,'19-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 7, 26,'26-07-1957',-999, -999, -999, 5, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 7, 27,'27-07-1957',-999, -999, -999, 5, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 7, 28,'28-07-1957',-999, -999, -999, 4.9, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 7, 29,'29-07-1957',-999, -999, -999, 4.8, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 7, 30,'30-07-1957',-999, -999, -999, 4.8, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 7, 31,'31-07-1957',-999, -999, -999, 4.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 1,'01-08-1957',-999, -999, -999, 4.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 2,'02-08-1957',-999, -999, -999, 4.8, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 3,'03-08-1957',-999, -999, -999, 4.8, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 4,'04-08-1957',-999, -999, -999, 4.8, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 5,'05-08-1957',-999, -999, -999, 4.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 6,'06-08-1957',-999, -999, -999, 4.6, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 7,'07-08-1957',-999, -999, -999, 4.6, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 8,'08-08-1957',-999, -999, -999, 4.6, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 9,'09-08-1957',-999, -999, -999, 4.5, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 10,'10-08-1957',-999, -999, -999, 4.5, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 11,'11-08-1957',-999, -999, -999, 4.4, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 12,'12-08-1957',-999, -999, -999, 4.4, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 13,'13-08-1957',-999, -999, -999, 4.3, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 14,'14-08-1957',-999, -999, -999, 4.2, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 15,'15-08-1957',-999, -999, -999, 4, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 16,'16-08-1957',-999, -999, -999, 4.1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 17,'17-08-1957',-999, -999, -999, 4.2, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 18,'18-08-1957',-999, -999, -999, 4.1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 19,'19-08-1957',-999, -999, -999, 4, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 20,'20-08-1957',-999, -999, -999, 4, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 21,'21-08-1957',-999, -999, -999, 4, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 22,'22-08-1957',-999, -999, -999, 3.9, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 23,'23-08-1957',-999, -999, -999, 3.9, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 24,'24-08-1957',-999, -999, -999, 3.9, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 25,'25-08-1957',-999, -999, -999, 3.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 26,'26-08-1957',-999, -999, -999, 3.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 27,'27-08-1957',-999, -999, -999, 3.6, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 28,'28-08-1957',-999, -999, -999, 3.5, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 29,'29-08-1957',-999, -999, -999, 3.6, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 30,'30-08-1957',-999, -999, -999, 3.6, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 8, 31,'31-08-1957',-999, -999, -999, 3.5, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 1,'01-09-1957',-999, -999, -999, 3.4, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 2,'02-09-1957',-999, -999, -999, 3.3, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 3,'03-09-1957',-999, -999, -999, 3.1, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 4,'04-09-1957',-999, -999, -999, 3, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 5,'05-09-1957',-999, -999, -999, 3, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 6,'06-09-1957',-999, -999, -999, 3, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 7,'07-09-1957',-999, -999, -999, 2.9, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 8,'08-09-1957',-999, -999, -999, 2.8, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 9,'09-09-1957',-999, -999, -999, 2.8, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 10,'10-09-1957',-999, -999, -999, 2.8, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 11,'11-09-1957',-999, -999, -999, 2.8, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 12,'12-09-1957',-999, -999, -999, 2.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 13,'13-09-1957',-999, -999, -999, 2.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 14,'14-09-1957',-999, -999, -999, 2.6, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 15,'15-09-1957',-999, -999, -999, 2.6, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 16,'16-09-1957',-999, -999, -999, 2.6, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 17,'17-09-1957',-999, -999, -999, 2.5, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 18,'18-09-1957',-999, -999, -999, 2.4, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 19,'19-09-1957',-999, -999, -999, 2.4, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 20,'20-09-1957',-999, -999, -999, 2.3, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 21,'21-09-1957',-999, -999, -999, 2.3, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 22,'22-09-1957',-999, -999, -999, 2.2, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 23,'23-09-1957',-999, -999, -999, 2.2, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 24,'24-09-1957',-999, -999, -999, 2.2, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 25,'25-09-1957',-999, -999, -999, 2.2, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 26,'26-09-1957',-999, -999, -999, 2, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 27,'27-09-1957',-999, -999, -999, 1.9, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 28,'28-09-1957',-999, -999, -999, 1.9, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 29,'29-09-1957',-999, -999, -999, 1.9, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 9, 30,'30-09-1957',-999, -999, -999, 1.9, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 1,'01-10-1957',-999, -999, -999, 1.9, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 2,'02-10-1957',-999, -999, -999, 1.8, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 3,'03-10-1957',-999, -999, -999, 1.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 4,'04-10-1957',-999, -999, -999, 1.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 5,'05-10-1957',-999, -999, -999, 1.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 6,'06-10-1957',-999, -999, -999, 1.8, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 7,'07-10-1957',-999, -999, -999, 1.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 8,'08-10-1957',-999, -999, -999, 1.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 9,'09-10-1957',-999, -999, -999, 1.7, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 10,'10-10-1957',-999, -999, -999, 1.6, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 11,'11-10-1957',-999, -999, -999, 1.5, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 12,'12-10-1957',-999, -999, -999, 1.5, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 13,'13-10-1957',-999, -999, -999, 1.3, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 14,'14-10-1957',-999, -999, -999, 1.2, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 15,'15-10-1957',-999, -999, -999, 1.2, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 16,'16-10-1957',-999, -999, -999, 1.2, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 17,'17-10-1957',-999, -999, -999, 1.2, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1957, 10, 18,'18-10-1957',-999, -999, -999, 1.2, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 20,'20-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 21,'21-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 22,'22-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
'53567', 1954, 1, 23,'23-01-1954',-999, -999, -999, 0, -999, -999, -999, -999, -999, -999, -999, -999, -999
